d_dark,d_bright,type,active_baseline,active_joint,evidence,image_id,split,condition,view,region_true_type,region_margin
-0.08724470436573029,0.022362301126122475,bright,True,False,0.3576590563587389,419882,evaluation_t007,clean,full,,
-0.027627594769001007,0.12774114310741425,bright,True,True,2.1793915425223767,419882,evaluation_t007,clean,top_left,,
-0.04881859943270683,0.03450179472565651,bright,True,False,0.5675200629901539,419882,evaluation_t007,clean,top_right,,
-0.005219055339694023,0.044825583696365356,bright,True,False,0.7459921489860986,419882,evaluation_t007,clean,bottom_left,,
-0.03521231561899185,0.012144292704761028,bright,True,False,0.18101564734886894,419882,evaluation_t007,clean,bottom_right,,
0.10854694247245789,0.04782981052994728,dark,True,True,1.0806706901424141,419882,evaluation_t007,homogeneous_dark,full,,
0.16427648067474365,0.10952020436525345,dark,True,True,1.8230284981068192,419882,evaluation_t007,homogeneous_dark,top_left,,
0.12281030416488647,0.022330747917294502,dark,True,True,1.2706689973553826,419882,evaluation_t007,homogeneous_dark,top_right,,
0.2117237150669098,0.059638313949108124,dark,True,True,2.455060021308946,419882,evaluation_t007,homogeneous_dark,bottom_left,,
0.15377432107925415,0.05084586888551712,dark,True,True,1.6831321266726815,419882,evaluation_t007,homogeneous_dark,bottom_right,,
-0.04061400145292282,0.113491490483284,bright,True,True,1.9330512467490222,419882,evaluation_t007,homogeneous_bright,full,,
-0.02435554563999176,0.23844940960407257,bright,True,True,4.0932562403298265,419882,evaluation_t007,homogeneous_bright,top_left,,
-0.016957402229309082,0.1939566433429718,bright,True,True,3.3240893357293517,419882,evaluation_t007,homogeneous_bright,top_right,,
0.04305288940668106,0.2234092354774475,bright,True,True,3.83324983592376,419882,evaluation_t007,homogeneous_bright,bottom_left,,
-0.035628244280815125,0.22213104367256165,bright,True,True,3.8111531465814905,419882,evaluation_t007,homogeneous_bright,bottom_right,,
0.057470884174108505,0.1313728243112564,bright,True,True,2.242174085052154,419882,evaluation_t007,left_right,full,,
0.16427648067474365,0.10952020436525345,dark,True,True,1.8230284981068192,419882,evaluation_t007,left_right,top_left,dark,0.054756276309490204
-0.016957402229309082,0.1939566433429718,bright,True,True,3.3240893357293517,419882,evaluation_t007,left_right,top_right,bright,0.21091404557228088
0.2117237150669098,0.059638313949108124,dark,True,True,2.455060021308946,419882,evaluation_t007,left_right,bottom_left,dark,0.15208540111780167
-0.035628244280815125,0.22213104367256165,bright,True,True,3.8111531465814905,419882,evaluation_t007,left_right,bottom_right,bright,0.25775928795337677
0.08755679428577423,0.16540688276290894,bright,True,True,2.8305364996664153,419882,evaluation_t007,quadrants,full,,
0.16427648067474365,0.10952020436525345,dark,True,True,1.8230284981068192,419882,evaluation_t007,quadrants,top_left,dark,0.054756276309490204
-0.016957402229309082,0.1939566433429718,bright,True,True,3.3240893357293517,419882,evaluation_t007,quadrants,top_right,bright,0.21091404557228088
0.04305288940668106,0.2234092354774475,bright,True,True,3.83324983592376,419882,evaluation_t007,quadrants,bottom_left,bright,0.18035634607076645
0.15377432107925415,0.05084586888551712,dark,True,True,1.6831321266726815,419882,evaluation_t007,quadrants,bottom_right,dark,0.10292845219373703
-0.031413812190294266,0.05968058481812477,bright,True,False,1.0027973825291925,419882,evaluation_t007,smooth_gradient,full,,
0.057182732969522476,0.14347973465919495,bright,True,True,2.451471810034043,419882,evaluation_t007,smooth_gradient,top_left,,
0.025432590395212173,0.17447035014629364,bright,True,True,2.987220826986389,419882,evaluation_t007,smooth_gradient,top_right,,
